sentence_id,word,pos_tag,chunk_tag,ne_label,nested_ne_label
vn-61,Thị,N,I-NP,I-PER,O
vn-61,Yến,Np,I-NP,I-PER,O
vn-61,(,CH,O,O,O
vn-61,Có,V,B-VP,O,O
vn-61,đơn,N,B-NP,O,O
vn-61,xin,V,B-VP,O,O
vn-61,vắng,N,B-PP,O,O
vn-61,mặt,N,B-NP,O,O
vn-61,),CH,O,O,O

vn-62,-,CH,O,O,O
vn-62,Ông,N,B-NP,O,O
vn-62,Tô,Np,I-NP,B-PER,O
vn-62,Đức,Np,I-NP,I-PER,O
vn-62,Phúc,Np,I-NP,I-PER,O
vn-62,(,CH,O,O,O
vn-62,Có,V,B-VP,O,O
vn-62,đơn,N,B-NP,O,O
vn-62,xin,V,B-VP,O,O
vn-62,vắng,N,B-PP,O,O
vn-62,mặt,N,B-NP,O,O
vn-62,),CH,O,O,O

vn-63,-,CH,O,O,O
vn-63,Bà,N,B-NP,O,O
vn-63,Tô,Np,I-NP,B-PER,O
vn-63,Kim,Np,I-NP,I-PER,O
vn-63,Hồng,Np,I-NP,I-PER,O
vn-63,(,CH,O,O,O
vn-63,Có,V,B-VP,O,O
vn-63,đơn,N,B-NP,O,O
vn-63,xin,V,B-VP,O,O
vn-63,vắng,N,B-PP,O,O
vn-63,mặt,N,B-NP,O,O
vn-63,),CH,O,O,O

vn-64,Cùng,V,B-NP,O,O
vn-64,địa_chỉ,N,I-NP,O,O
vn-64:,CH,O,O,O
vn-64,365/76,M,I-NP,O,O
vn-64,Lê_Nội,Np,I-NP,O,O
vn-64,Quới,Np,I-NP,O,O
vn-64,,CH,O,O,O
vn-64,Phường,N,B-NP,O,O
vn-64,Bình_Trị_Nguyên,A,I-AP,O,O
vn-64,Đông,A,I-AP,O,O
vn-64,A,B-NP,LOC,O
vn-64,,CH,O,O,O
vn-64,Quận,N,B-NP,ORG,O
vn-64,Bình_Tân,Np,I-NP,ORG,O
vn-64,,CH,O,O,O
vn-64,Thành_phố,N,B-NP,LOC,O
vn-64,Hồ_Chí_Minh,Np,I-NP,LOC,O

vn-65,căn,N,B-NP,O,O
vn-65,nhà,N,B-NP,O,O
vn-65,41/5/24,M,I-NP,O,O
vn-65,Sư_Vạn_Hạnh,Np,I-NP,O,O
vn-65,,CH,O,O,O
vn-65,Phường,N,B-NP,O,O
vn-65,3,M,I-NP,O,O
vn-65,,CH,O,O,O
vn-65,Quận,N,B-NP,O,O
vn-65,10,M,I-NP,O,O
vn-65,,CH,O,O,O
vn-65,TP.,N,B-NP,LOC,O
vn-65,Hồ_Chí_Minh,Np,I-NP,LOC,O

vn-66,Bà,N,B-NP,B-PER,O
vn-66,Tô,Np,I-NP,I-PER,O
vn-66,Lệ,Np,I-NP,I-PER,O
vn-66,Lệ,Np,I-NP,I-PER,O
vn-66,;,CH,O,O,O
vn-66,Tô,Np,I-NP,B-PER,O
vn-66,Ngọc,Np,I-NP,I-PER,O
vn-66,Mỹ,Np,I-NP,I-PER,O
vn-66,;,CH,O,O,O
vn-66,Tô,Np,I-NP,B-PER,O
vn-66,Bảo,Np,I-NP,I-PER,O
vn-66,Ngọc,Np,I-NP,I-PER,O
vn-66,;,CH,O,O,O
vn-66,Tô,Np,I-NP,I-PER,O
vn-66,Bình_Ngọc,Np,I-NP,I-PER,O
vn-66,Ngọc,Np,I-NP,I-PER,O
vn-66,;,CH,O,O,O
vn-66,Tô,Np,I-NP,I-PER,O
vn-66,Bình,Np,I-NP,I-PER,O
vn-66,Trinh,Np,I-NP,I-PER,O
vn-66,;,CH,O,O,O
vn-66,ông,N,B-NP,O,O
vn-66,Tô,Np,I-NP,B-PER,O
vn-66,Bình,Np,I-NP,I-PER,O
vn-66,Phát,Np,I-NP,I-PER,O
vn-66,(,CH,O,O,O
vn-66,sinh,V,B-VP,O,O
vn-66,năm,N,B-NP,O,O
vn-66,1958,M,I-NP,O,O
vn-66,,CH,O,O,O
vn-66,mất,V,B-VP,O,O
vn-66,năm,N,B-NP,O,O
vn-66,2007,M,I-NP,O,O
vn-66,có,V,B-VP,O,O
vn-66,con,N,B-NP,O,O
vn-66,là,V,B-VP,O,O
vn-66,Tô,Np,I-NP,B-PER,O
vn-66,Tuấn,Np,I-NP,I-PER,O
vn-66,Hửu,Np,I-NP,I-PER,O
vn-66,và,C,C,O,O
vn-66,Tô,Np,I-NP,B-PER,O
vn-66,My,Np,I-NP,I-PER,O
vn-66,Na,Np,I-NP,I-PER,O
vn-66,kế_thừa,V,B-VP,O,O
vn-66,quyền,N,B-NP,O,O
vn-66,,CH,O,O,O
vn-66,nghĩa_vụ,N,B-NP,O,O
vn-66,tố_tụng,V,B-VP,O,O
vn-66,hành_chính,N,I-NP,O,O

vn-67,Bà,N,B-NP,O,O
vn-67,Tô,Np,I-NP,B-PER,O
vn-67,Mỹ,Np,I-NP,I-PER,O
vn-67,Yến,Np,I-NP,I-PER,O
vn-67,,CH,O,O,O

vn-68,Bà,N,B-NP,O,O
vn-68,Tô,Np,I-NP,B-PER,O
vn-68,Mỹ,Np,I-NP,I-PER,O
vn-68,Châu,Np,I-NP,I-PER,O
vn-68,,CH,O,O,O

vn-69,Bà,N,B-NP,O,O
vn-69,Tô,Np,I-NP,B-PER,O
vn-69,Mỹ,Np,I-NP,I_PER,O
vn-69,Ngọc,Np,I-NP,I-PER,O
vn-69,,CH,O,O,O

vn-70,Ông,N,B-NP,O,O
vn-70,Tô,Np,I-NP,B-PER,O
vn-70,Chí,Np,I-NP,I-PER,O
vn-70,Quang,Np,I-NP,I-PER,O
vn-70,,CH,O,O,O

vn-71,Bà,N,B-NP,O,O
vn-71,Võ,Np,I-NP,B-PER,O
vn-71,Thị,N,I-NP,I_PER,O
vn-71,Yến,Np,I-NP,I-PER,O
vn-71,,CH,O,O,O

vn-72,Ông,N,B-NP,O,O
vn-72,Tô,Np,I-NP,B-PER,O
vn-72,Đức,Np,I-NP,I-PER,O
vn-72,Phúc,Np,I-NP,I-PER,O
vn-72,,CH,O,O,O

vn-73,Bà,N,B-NP,O,O
vn-73,Tô,Np,I-NP,B-PER,O
vn-73,Kim,Np,I-NP,I-PER,O
vn-73,Hồng,Np,I-NP,I-PER,O
vn-73,,CH,O,O,O

vn-74,Có,V,B-VP,O,O
vn-74,đơn,N,B-NP,O,O
vn-74,xin,V,B-VP,O,O
vn-74,vắng,N,B-PP,O,O
vn-74,mặt,N,B-NP,O,O
vn-74,,CH,O,O,O

vn-75,thống_nhất,V,B-VP,O,O
vn-75,với,E,B-PP,O,O
vn-75,lời_khai,N,B-NP,O,O
vn-75,của,E,B-PP,O,O
vn-75,bà,N,B-NP,O,O
vn-75,Tô,Np,I-NP,B-PER,O
vn-75,Yến,Np,I-NP,I_PER,O
vn-75,Hoa,Np,I-NP,I-PER,O
vn-75,,CH,O,O,O

vn-76,Lê,Np,B-NP,B-PER,O
vn-76,Văn,Np,I-NP,I-PER,O
vn-76,N,Np,I-NP,I-PER,O
vn-76,khai,V,B-VP,O,O
vn-76,nhận,V,B-VP,O,O
vn-76,,CH,O,O,O

vn-77,Người,N,B-NP,O,O
vn-77,đại_diện,N,I-NP,O,O
vn-77,theo,E,B-PP,O,O
vn-77,uỷ_quyền,N,B-NP,O,O
vn-77,:,CH,O,O,O
vn-77,Bà,N,B-NP,B-PER,O
vn-77,Tô,Np,I-NP,I-PER,O
vn-77,Yến,Np,I-NP,I-PER,O
vn-77,Hoa,Np,I-NP,I-PER,O
vn-77,,,O,O,O
vn-77,,,O,O,O
vn-77,sinh,V,B-VP,O,O
vn-77,năm,N,B-NP,O,O
vn-77,1954,M,I-NP,O,O
vn-77,.,CH,O,O,O
vn-77,(,CH,O,O,O
vn-77,Có,R,B-VP,O,O
vn-77,mặt,N,B-NP,O,O
vn-77,),CH,O,O,O

vn-78,Ông,N,B-NP,O,O
vn-78,Trịnh,Np,I-NP,B-PER,O
vn-78,Minh,Np,I-NP,I-PER,O
vn-78,khai,V,B-VP,O,O
vn-78,nhận,V,B-VP,O,O
vn-78,.,CH,O,O,O

vn-79,Ông,N,B-NP,O,O
vn-79,Nguyễn,Np,I-NP,B-PER,O
vn-79,Văn,Np,I-NP,I-PER,O
vn-79,Anh,Np,I-NP,I-PER,O
vn-79,đến,V,B-VP,O,O
vn-79,từ,E,B-PP,O,O
vn-79,Thành_phố,N,B-NP,LOC,B-LOC
vn-79,Hồ_Chí_Minh,Np,I-NP,LOC,I-LOC
vn-79,để,C,O,O,O
vn-79,gặp,V,B-VP,O,O
vn-79,Bà,N,B-NP,O,O
vn-79,Lê,Np,I-NP,B-PER,O
vn-79,Thị,N,I-NP,I-PER,O
vn-79,Mai,Np,I-NP,I-PER,O
vn-79,ở,V,B-PP,O,O
vn-79,Quận_1,N,I-NP,LOC,O
vn-79,khi,C,O,O,O
vn-79,cô,N,B-NP,O,O
vn-79,Hương,Np,I-NP,B-PER,O
vn-79,tới,V,B-VP,O,O
vn-79,Thành_phố,N,B-NP,LOC,B-LOC
vn-79,Hà_Nội,Np,I-NP,LOC,I-LOC

vn-80,Bà,N,B-PER,O,O
vn-80,Tô,Np,I-PER,B-PER,O
vn-80,Mỹ,Y,I-PER,I-PER,O
vn-80,Yến,N,I-PER,I-PER,O
vn-80,,CH,O,O,O
vn-80,bà,N,B-PER,O,O
vn-80,Tô,Np,I-PER,B-PER,O
vn-80,Mỹ,Y,I-PER,I-PER,O
vn-80,Châu,N,I-PER,I-PER,O
vn-80,,CH,O,O,O
vn-80,bà,N,B-PER,O,O
vn-80,Tô,Np,I-PER,B-PER,O
vn-80,Mỹ,Y,I-PER,I-PER,O
vn-80,Ngọc,N,I-PER,I-PER,O
vn-80,,CH,O,O,O
vn-80,ông,N,B-PER,O,O
vn-80,Tô,Np,I-PER,B-PER,O
vn-80,Chí,N,I-PER,I-PER,O
vn-80,Quang,N,I-PER,I-PER,O
vn-80,,CH,O,O,O
vn-80,bà,N,B-PER,O,O
vn-80,Võ,Np,I-PER,B-PER,O
vn-80,Thị,N,I-PER,B-PER,O
vn-80,Yến,N,I-PER,I-PER,O
vn-80,,CH,O,O,O
vn-80,ông,N,B-PER,O,O
vn-80,Tô,Np,I-PER,B-PER,O
vn-80,Đức,N,I-PER,I-PER,O
vn-80,Phúc,N,I-PER,I-PER,O
vn-80,,CH,O,O,O
vn-80,bà,N,B-PER,O,O
vn-80,Tô,Np,I-PER,B-PER,O
vn-80,Kim,N,I-PER,I-PER,O
vn-80,Hồng,N,I-PER,I-PER,O
vn-80,,CH,O,O,O
vn-80,có,V,B-VP,O,O
vn-80,đơn,N,B-NP,O,O
vn-80,xin,V,B-VP,O,O
vn-80,vắng,N,B-PP,O,O
vn-80,mặt,N,B-NP,O,O
vn-80,,CH,O,O,O
vn-80,thống_nhất,V,B-VP,O,O
vn-80,với,E,O,O
vn-80,lời,N,B-NP,O,O
vn-80,khai,N,B-VP,O,O
vn-80,của,E,O,O
vn-80,bà,N,B-PER,O,O
vn-80,Tô,Np,I-PER,B-PER,O
vn-80,Yến,N,I-PER,I-PER,O
vn-80,Hoa,Np,I-PER,I-PER,O
vn-80,.,CH,O,O,O
